ID,NAME,CITY,LINK,HEAT_MAP_LINK,DATE,TYPE,BEDROOM_COUNT,MEAN_PRICE,MEDIAN_PRICE
1388,Ashbury Heights,San Francisco,http://www.trulia.com/real_estate/Ashbury_Heights-San_Francisco/1388/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-06-18,2 Bedroom Properties,2,1355000,1355000
1388,Ashbury Heights,San Francisco,http://www.trulia.com/real_estate/Ashbury_Heights-San_Francisco/1388/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-06-18,3 Bedroom Properties,2,2423214,2344167
1388,Ashbury Heights,San Francisco,http://www.trulia.com/real_estate/Ashbury_Heights-San_Francisco/1388/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-06-25,All Properties,2,1361571,1659429
1388,Ashbury Heights,San Francisco,http://www.trulia.com/real_estate/Ashbury_Heights-San_Francisco/1388/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-06-25,1 Bedroom Properties,1,899000,899000
1388,Ashbury Heights,San Francisco,http://www.trulia.com/real_estate/Ashbury_Heights-San_Francisco/1388/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-06-25,2 Bedroom Properties,1,1475000,1475000
1388,Ashbury Heights,San Francisco,http://www.trulia.com/real_estate/Ashbury_Heights-San_Francisco/1388/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-06-25,3 Bedroom Properties,2,2284375,2284375
1388,Ashbury Heights,San Francisco,http://www.trulia.com/real_estate/Ashbury_Heights-San_Francisco/1388/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-07-02,All Properties,1,899000,899000
1388,Ashbury Heights,San Francisco,http://www.trulia.com/real_estate/Ashbury_Heights-San_Francisco/1388/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-07-02,1 Bedroom Properties,1,899000,899000
1388,Ashbury Heights,San Francisco,http://www.trulia.com/real_estate/Ashbury_Heights-San_Francisco/1388/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-07-09,All Properties,1,1288286,1288286
1388,Ashbury Heights,San Francisco,http://www.trulia.com/real_estate/Ashbury_Heights-San_Francisco/1388/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-07-09,1 Bedroom Properties,1,899000,899000
1388,Ashbury Heights,San Francisco,http://www.trulia.com/real_estate/Ashbury_Heights-San_Francisco/1388/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-07-09,3 Bedroom Properties,1,1989000,1989000
1388,Ashbury Heights,San Francisco,http://www.trulia.com/real_estate/Ashbury_Heights-San_Francisco/1388/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-07-16,All Properties,1,1989000,1989000
1388,Ashbury Heights,San Francisco,http://www.trulia.com/real_estate/Ashbury_Heights-San_Francisco/1388/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-07-16,3 Bedroom Properties,1,1989000,1989000
1388,Ashbury Heights,San Francisco,http://www.trulia.com/real_estate/Ashbury_Heights-San_Francisco/1388/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-07-23,All Properties,2,1210429,1210429
1388,Ashbury Heights,San Francisco,http://www.trulia.com/real_estate/Ashbury_Heights-San_Francisco/1388/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-07-23,2 Bedroom Properties,1,899000,899000
1388,Ashbury Heights,San Francisco,http://www.trulia.com/real_estate/Ashbury_Heights-San_Francisco/1388/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-07-23,3 Bedroom Properties,1,1989000,1989000
1388,Ashbury Heights,San Francisco,http://www.trulia.com/real_estate/Ashbury_Heights-San_Francisco/1388/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-07-30,All Properties,2,1199500,1170881
1388,Ashbury Heights,San Francisco,http://www.trulia.com/real_estate/Ashbury_Heights-San_Francisco/1388/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-07-30,2 Bedroom Properties,1,899000,899000
1388,Ashbury Heights,San Francisco,http://www.trulia.com/real_estate/Ashbury_Heights-San_Francisco/1388/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-07-30,3 Bedroom Properties,1,1500000,1500000
1388,Ashbury Heights,San Francisco,http://www.trulia.com/real_estate/Ashbury_Heights-San_Francisco/1388/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-08-06,All Properties,1,959100,959100
1388,Ashbury Heights,San Francisco,http://www.trulia.com/real_estate/Ashbury_Heights-San_Francisco/1388/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-08-06,2 Bedroom Properties,1,899000,899000
1388,Ashbury Heights,San Francisco,http://www.trulia.com/real_estate/Ashbury_Heights-San_Francisco/1388/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-08-06,3 Bedroom Properties,1,1500000,1500000
1389,Balboa Terrace,San Francisco,http://www.trulia.com/real_estate/Balboa_Terrace-San_Francisco/1389/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-07-16,All Properties,1,1395000,1395000
1389,Balboa Terrace,San Francisco,http://www.trulia.com/real_estate/Balboa_Terrace-San_Francisco/1389/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-07-16,3 Bedroom Properties,1,1395000,1395000
1389,Balboa Terrace,San Francisco,http://www.trulia.com/real_estate/Balboa_Terrace-San_Francisco/1389/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-07-23,All Properties,1,1395000,1395000
1389,Balboa Terrace,San Francisco,http://www.trulia.com/real_estate/Balboa_Terrace-San_Francisco/1389/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-07-23,3 Bedroom Properties,1,1395000,1395000
1389,Balboa Terrace,San Francisco,http://www.trulia.com/real_estate/Balboa_Terrace-San_Francisco/1389/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-07-30,All Properties,1,1395000,1395000
1389,Balboa Terrace,San Francisco,http://www.trulia.com/real_estate/Balboa_Terrace-San_Francisco/1389/,http://www.trulia.com/home_prices/California/San_Francisco-heat_map/,2016-07-30,3 Bedroom Properties,1,1395000,1395000
